cmTop,cmBot,ageTop,ageBot ,charVol,charCount
347.25,347.5,10142,10145,2,0
347.5,347.75,10145,10148,2,0
347.75,348,10148,10151,2,0
348,348.25,10151,10154,2,0
348.25,348.5,10154,10158,2,0
348.5,348.75,10158,10161,2,0
348.75,349,10161,10164,2,0
349,349.25,10164,10167,2,2
349.25,349.5,10167,10170,2,0
349.5,349.75,10170,10173,2,0
349.75,350,10173,10177,2,0
350,350.25,10177,10180,2,0
350.25,350.5,10180,10183,2,3
350.5,350.75,10183,10186,2,3
350.75,351,10186,10189,2,0
351,351.25,10189,10192,2,0
351.25,351.5,10192,10195,2,0
351.5,351.75,10195,10198,2,2
351.75,352,10198,10201,2,0
352,352.25,10201,10204,2,0
352.25,352.5,10204,10207,2,0
352.5,352.75,10207,10211,2,0
352.75,353,10211,10214,2,0
353,353.25,10214,10217,2,0
353.25,353.5,10217,10220,2,1
353.5,353.75,10220,10223,2,0
353.75,354,10223,10226,2,0
354,354.25,10226,10229,2,0
354.25,354.5,10229,10232,2,0
354.5,354.75,10232,10235,2,0
354.75,355,10235,10238,2,0
355,355.25,10238,10241,2,0
355.25,355.5,10241,10244,2,0
355.5,355.75,10244,10247,2,0
355.75,356,10247,10249,2,0
356,356.25,10249,10252,2,0
356.25,356.5,10252,10255,2,0
356.5,356.75,10255,10258,2,0
356.75,357,10258,10261,2,0
357,357.25,10261,10264,2,0
357.25,357.5,10264,10267,2,0
357.5,357.75,10267,10270,2,0
357.75,358,10270,10273,2,0
358,358.25,10273,10276,2,0
358.25,358.5,10276,10279,2,0
358.5,358.75,10279,10282,2,0
358.75,359,10282,10285,2,0
359,359.25,10285,10287,2,0
359.25,359.5,10287,10290,2,0
359.5,359.75,10290,10293,2,0
359.75,360,10293,10296,2,0
360,360.25,10296,10299,2,0
360.25,360.5,10299,10302,2,0
360.5,360.75,10302,10305,2,0
360.75,361,10305,10307,2,0
361,361.25,10307,10310,2,0
361.25,361.5,10310,10313,2,0
361.5,361.75,10313,10316,2,0
361.75,362,10316,10319,2,0
362,362.25,10319,10322,2,0
362.25,362.5,10322,10325,2,0
362.5,362.75,10325,10327,2,0
362.75,363,10327,10330,2,0
363,363.25,10330,10333,2,0
363.25,363.5,10333,10336,2,0
363.5,363.75,10336,10339,2,0
363.75,364,10339,10342,2,0
364,364.25,10342,10344,2,0
364.25,364.5,10344,10347,2,0
364.5,364.75,10347,10350,2,0
364.75,365,10350,10353,2,0
365,365.25,10353,10356,2,0
365.25,365.5,10356,10358,2,0
365.5,365.75,10358,10361,2,0
365.75,366,10361,10364,2,0
366,366.25,10364,10367,2,0
366.25,366.5,10367,10370,2,0
366.5,366.75,10370,10372,2,0
366.75,367,10372,10375,2,0
367,367.25,10375,10378,2,0
367.25,367.5,10378,10381,2,0
367.5,367.75,10381,10384,2,0
367.75,368,10384,10386,2,0
368,368.25,10386,10389,2,0
368.25,368.5,10389,10392,2,0
368.5,368.75,10392,10395,2,0
