cmTop,cmBot,ageTop,ageBot ,charVol,charCount
65,65.25,1114.1,1119.9,2,17
65.25,65.5,1119.9,1125.7,2,15
65.5,65.75,1125.7,1131.6,2,8
65.75,66,1131.6,1137.4,2,8
66,66.25,1137.4,1143.3,2,10
66.25,66.5,1143.3,1149.1,2,2
66.5,66.75,1149.1,1155,2,7
66.75,67,1155,1160.9,2,2
67,67.25,1160.9,1166.7,2,3
67.25,67.5,1166.7,1172.6,2,1
67.5,67.75,1172.6,1178.5,2,4
67.75,68,1178.5,1184.4,2,0
68,68.25,1184.4,1190.3,2,3
68.25,68.5,1190.3,1196.2,2,0
68.5,68.75,1196.2,1202.1,2,1
68.75,69,1202.1,1208,2,0
69,69.25,1208,1213.9,2,2
69.25,69.5,1213.9,1219.9,2,0
69.5,69.75,1219.9,1225.8,2,0
69.75,70,1225.8,1231.7,2,3
70,70.25,1231.7,1237.7,2,39
70.25,70.5,1237.7,1243.6,2,35
70.5,70.75,1243.6,1249.6,2,19
70.75,71,1249.6,1255.5,2,14
71,71.25,1255.5,1261.5,2,6
71.25,71.5,1261.5,1267.4,2,7
71.5,71.75,1267.4,1273.4,2,9
71.75,72,1273.4,1279.4,2,7
72,72.25,1279.4,1285.3,2,1
72.25,72.5,1285.3,1291.3,2,3
72.5,72.75,1291.3,1297.3,2,22
72.75,73,1297.3,1303.3,2,14
73,73.25,1303.3,1309.3,2,25
73.25,73.5,1309.3,1315.3,2,5
73.5,73.75,1315.3,1321.3,2,6
73.75,74,1321.3,1327.3,2,0
74,74.25,1327.3,1333.3,2,2
74.25,74.5,1333.3,1339.3,2,17
74.5,74.75,1339.3,1345.3,2,13
74.75,75,1345.3,1351.3,2,29
75,75.25,1351.3,1357.3,2,20
75.25,75.5,1357.3,1363.3,2,8
75.5,75.75,1363.3,1369.3,2,9
75.75,76,1369.3,1375.4,2,5
76,76.25,1375.4,1381.4,2,4
76.25,76.5,1381.4,1387.4,2,1
76.5,76.75,1387.4,1393.4,2,6
76.75,77,1393.4,1399.5,2,16
77,77.25,1399.5,1405.5,2,11
77.25,77.5,1405.5,1411.6,2,30
77.5,77.75,1411.6,1417.6,2,13
77.75,78,1417.6,1423.6,2,17
78,78.25,1423.6,1429.7,2,23
78.25,78.5,1429.7,1435.7,2,8
78.5,78.75,1435.7,1441.8,2,3
78.75,79,1441.8,1447.8,2,3
79,79.25,1447.8,1453.9,2,3
79.25,79.5,1453.9,1459.9,2,7
79.5,79.75,1459.9,1466,2,9
79.75,80,1466,1472,2,23
80,80.25,1472,1478.1,2,16
80.25,80.5,1478.1,1484.2,2,42
80.5,80.75,1484.2,1490.2,2,18
80.75,81,1490.2,1496.3,2,20
81,81.25,1496.3,1502.3,2,13
81.25,81.5,1502.3,1508.4,2,11
81.5,81.75,1508.4,1514.5,2,3
81.75,82,1514.5,1520.5,2,2
82,82.25,1520.5,1526.6,2,3
82.25,82.5,1526.6,1532.7,2,15
82.5,82.75,1532.7,1538.7,2,23
82.75,83,1538.7,1544.8,2,15
83,83.25,1544.8,1550.9,2,6
83.25,83.5,1550.9,1556.9,2,15
83.5,83.75,1556.9,1563,2,15
83.75,84,1563,1569.1,2,31
84,84.25,1569.1,1575.1,2,14
84.25,84.5,1575.1,1581.2,2,13
84.5,84.75,1581.2,1587.3,2,2
84.75,85,1587.3,1593.3,2,8
85,85.25,1593.3,1599.4,2,2
85.25,85.5,1599.4,1605.5,2,3
85.5,85.75,1605.5,1611.5,2,2
85.75,86,1611.5,1617.6,2,2
86,86.25,1617.6,1623.6,2,12
86.25,86.5,1623.6,1629.7,2,12
86.5,86.75,1629.7,1635.8,2,1
86.75,87,1635.8,1641.8,2,2
87,87.25,1641.8,1647.9,2,0
87.25,87.5,1647.9,1653.9,2,2
87.5,87.75,1653.9,1660,2,1
87.75,88,1660,1666,2,1
88,88.25,1666,1672.1,2,0
88.25,88.5,1672.1,1678.2,2,0
88.5,88.75,1678.2,1684.2,2,1
88.75,89,1684.2,1690.3,2,0
89,89.25,1690.3,1696.3,2,21
89.25,89.5,1696.3,1702.3,2,1
89.5,89.75,1702.3,1708.4,2,90
89.75,90,1708.4,1714.4,2,136
90,90.25,1714.4,1720.5,2,187
90.25,90.5,1720.5,1726.5,2,54
90.5,90.75,1726.5,1732.5,2,8
90.75,91,1732.5,1738.6,2,3
91,91.25,1738.6,1744.6,2,2
91.25,91.5,1744.6,1750.6,2,1
91.5,91.75,1750.6,1756.6,2,1
91.75,92,1756.6,1762.7,2,5
92,92.25,1762.7,1768.7,2,2
92.25,92.5,1768.7,1774.7,2,6
92.5,92.75,1774.7,1780.7,2,28
92.75,93,1780.7,1786.7,2,3
93,93.25,1786.7,1792.7,2,20
93.25,93.5,1792.7,1798.7,2,5
93.5,93.75,1798.7,1804.7,2,3
93.75,94,1804.7,1810.7,2,8
94,94.25,1810.7,1816.7,2,30
94.25,94.5,1816.7,1822.7,2,22
94.5,94.75,1822.7,1828.7,2,2
94.75,95,1828.7,1834.7,2,2
95,95.25,1834.7,1840.7,2,3
95.25,95.5,1840.7,1846.6,2,1
95.5,95.75,1846.6,1852.6,2,1
95.75,96,1852.6,1858.6,2,0
96,96.25,1858.6,1864.5,2,1
96.25,96.5,1864.5,1870.5,2,2
96.5,96.75,1870.5,1876.4,2,1
96.75,97,1876.4,1882.4,2,7
97,97.25,1882.4,1888.3,2,3
97.25,97.5,1888.3,1894.3,2,5
97.5,97.75,1894.3,1900.2,2,4
97.75,98,1900.2,1906.1,2,11
98,98.25,1906.1,1912,2,6
98.25,98.5,1912,1918,2,17
98.5,98.75,1918,1923.9,2,9
98.75,99,1923.9,1929.8,2,8
99,99.25,1929.8,1935.7,2,14
99.25,99.5,1935.7,1941.6,2,5
99.5,99.75,1941.6,1947.5,2,3
99.75,100,1947.5,1953.4,2,23
100,100.25,1953.4,1959.3,2,14
100.25,100.5,1959.3,1965.1,2,13
100.5,100.75,1965.1,1971,2,8
100.75,101,1971,1976.9,2,12
101,101.25,1976.9,1982.7,2,9
101.25,101.5,1982.7,1988.6,2,33
101.5,101.75,1988.6,1994.5,2,16
101.75,102,1994.5,2000.3,2,5
102,102.25,2000.3,2006.2,2,6
102.25,102.5,2006.2,2012.1,2,6
102.5,102.75,2012.1,2017.9,2,14
102.75,103,2017.9,2023.8,2,13
103,103.25,2023.8,2029.7,2,18
103.25,103.5,2029.7,2035.5,2,16
103.5,103.75,2035.5,2041.4,2,15
103.75,104,2041.4,2047.3,2,18
104,104.25,2047.3,2053.1,2,6
104.25,104.5,2053.1,2059,2,12
104.5,104.75,2059,2064.9,2,14
104.75,105,2064.9,2070.8,2,6
105,105.25,2070.8,2076.6,2,11
105.25,105.5,2076.6,2082.5,2,6
105.5,105.75,2082.5,2088.4,2,4
105.75,106,2088.4,2094.2,2,8
106,106.25,2094.2,2100.1,2,6
106.25,106.5,2100.1,2106,2,5
106.5,106.75,2106,2111.8,2,7
